postId	champ	balise	hote	url
2267	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/thais_banquet.mp3
2273	corpsHtml	iframe	www.youtube.com	http://www.youtube.com/embed/js1nT77ylP8
2275	chapoHtml	embed	download.liveweb.arte.tv	http://download.liveweb.arte.tv/o21/liveweb/flash/player.swf?appContext=liveweb&eventId=5142&admin=false&mode=prod&embed=true&autoPlay=false&lang=fr&chapterId=0&playOnlyChapter=false
2277	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/penelope_faure.mp3
228	chapoHtml	img	www.dovesong.com	http://www.dovesong.com/positive_music/archives/romantic/Wagner/Images/Sigfried-Idyll%20Originalpartitur%20in%20Tribschen.jpg
2286	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/mystere_charmant.mp3
2288	corpsHtml	img	bw.musique.umontreal.ca	http://bw.musique.umontreal.ca/graph/neoncycle.jpg
2295	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/baryton_basse_stewart_hollandais.mp3|http://operacritiques.free.fr/css/sons/baryton_basse_adam_wotan.mp
2295	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/basse_chantante_ramey_figaro.mp3|http://operacritiques.free.fr/css/sons/basse_chantante_gorin_mephisto_
2295	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/basse_noble_varnier_arkel.mp3|http://operacritiques.free.fr/css/sons/basse_noble_moll_daland.mp3|http:/
2295	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/basse_octaviste.mp3
2297	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/martyre_marceau.mp3
2300	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/beeth_boulez_mvt_i.mp3|http://operacritiques.free.fr/css/sons/beeth_boulez_mvt_ii.mp3
2302	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/picota.mp3|http://operacritiques.free.fr/css/sons/souris.mp3|http://operacritiques.free.fr/css/sons/mal
2306	chapoHtml	lien	ec1.images-amazon.com	http://ec1.images-amazon.com/images/P/B00008CLNP.01._AA180_SCLZZZZZZZ_.jpg
2306	chapoHtml	lien	ec1.images-amazon.com	http://ec1.images-amazon.com/images/P/B00008CLNR.01._AA240_SCLZZZZZZZ_V35540433_.jpg
2307	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/ernani_bellini.mp3
2310	chapoHtml	lien	www.univ-rennes2.fr	http://www.univ-rennes2.fr/system/files/UHB/UFR-ALC/Scolarite/Dossier%20Master2%20métiers%20de%20l’édition%202013-2014.pdf
2315	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/alcine_dumestre.mp3
2318	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/elargir_lied_strauss_seiffert.mp3
2318	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/elargir_schubert_fruehlingstraum_hotter.mp3
2318	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/elargir_otello_niun_tamagno.mp3
2318	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/elargir_otello_niun_galouzine.mp3
2318	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/elargir_vino_generoso_corelli.mp3
2318	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/elargir_vino_genoroso_vanzo.mp3
2318	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/elargir_schumann_warte_bostridge.mp3
2318	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/elargir_otello_esultate_vickers_serafin.mp3
2318	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/elargir_gioconda_cielo_alvarez.mp3
2318	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/elargir_otello_niun_alvarez.mp3
2325	corpsHtml	audio	operacritiques.free.fr	http://operacritiques.free.fr/css/sons/tenor_cluster_en_haut.mp3
2325	chapoHtml	audio	operacritiques.free.fr	http://operacritiques.free.fr/css/sons/tenor_cluster_en_bas.mp3
2325	notesHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/tenor_cluster_en_haut.mp3
2327	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/pira_minkowski.mp3
2327	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/pira_minko_temps_3.mp3
2327	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/pira_minko_choeur_1.mp3
2327	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/pira_minko_couplet_pointe.mp3
2334	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/adonis_herin.mp3
2335	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/hahn_promethee.mp3
2335	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/hahn_laniece_melodie_1.mp3|http://operacritiques.free.fr/css/sons/hahn_laniece_melodie_2.mp3
2337	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/vestale_mendelssohn.mp3
2337	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/vestale_final.mp3
2337	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/vestale_decrescendo.mp3
2337	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/vestale_fusees.mp3
2339	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/vestale_ouv.mp3|http://operacritiques.free.fr/css/sons/vestale_air.mp3
2348	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/pugnani_werther.mp3
2351	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/mendelssohn_wotan.mp3
2351	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/mendelssohn_monologue.mp3
2351	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/mendelssohn_bruennhilde.mp3
2364	corpsHtml	embed	www.citedelamusiquelive.tv	http://www.citedelamusiquelive.tv/player/lecteur_video.swf?fichier_nom=http://www.citedelamusiquelive.tv/misc/Playlist.ashx?id=1011998&track=&lang=fr&chemin=http://www.citedelamusiquelive.tv/
2370	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/ambruis.mp3
2373	corpsHtml	img	img15.hostingpics.net	http://img15.hostingpics.net/pics/869754schoenbergdodecaphonismepreludesuitepianoop251921.jpg
2373	corpsHtml	lien	www.hostingpics.net	http://www.hostingpics.net/viewer.php?id=869754schoenbergdodecaphonismepreludesuitepianoop251921.jpg
2375	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/sieglinde_werth.mp3
2376	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/macfarren_ouverture.mp3
2377	corpsHtml	iframe	www.canal-u.tv	http://www.canal-u.tv/video/universite_bordeaux_segalen_dcam/embed.1/apocalypse_tomorrow_regards_sur_la_naissance_de_l_apocalyptique.3964?width=550&height=340
2382	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/guedron_alcine_2_zirah_dlm.mp3
2383	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/nicolai_templario.mp3
2383	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/templario_2.mp3
2385	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/agogique_mahler.mp3
2386	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://musicontempo.free.fr/schoeckschoeck.mp3
2386	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://musicontempo.free.fr/schoeckschoeck.mp3
2388	chapoHtml	iframe	www.deezer.com	http://www.deezer.com/plugins/player?autoplay=false&playlist=false&width=700&height=80&cover=true&type=album&id=1111095&title=&app_id=undefined
2390	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/concours_op.mp3
2396	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/graduale_popp.mp3
2400	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/ketelbey_bakchich.mp3
2408	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/oneguine_tuminas_bal_chants.mp3
2408	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/oneguine_tuminas_tatiana_chambre.mp3
2409	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/samson_dalida.mp3
2411	corpsHtml	lien	www.conservatoiredeparis.fr	http://www.conservatoiredeparis.fr/fileadmin/user_upload/Voir-et-Ententre/Agenda/pdf/Carte_blanche2014_prog.pdf
2418	corpsHtml	lien	www.pratiquesculturelles.culture.gouv.fr	http://www.pratiquesculturelles.culture.gouv.fr/doc/tableau/chap7/VII-2-2-Q70B.pdf
2418	corpsHtml	lien	www.pratiquesculturelles.culture.gouv.fr	http://www.pratiquesculturelles.culture.gouv.fr/doc/A-Girard-Chap3-donnat.pdf
2419	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/pelleas_oce.mp3
2421	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/callirhoe_inedit.mp3
2421	chapoHtml	audio	operacritiques.free.fr	http://operacritiques.free.fr/css/sons/callirhoe_inedit.mp3
2421	chapoHtml	lien	operacritiques.free.fr	http://operacritiques.free.fr/css/sons/callirhoe_inedit.flac
2422	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/bethleem_mollier.mp3
2429	chapoHtml	embed	www.musicme.com	http://www.musicme.com/_share/minialbum.swf?cb=8888880002126
2432	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/victorin_de_joncieres_symphonie_romantique_brussels_niquet.mp3
2433	chapoHtml	embed	www.musicme.com	http://www.musicme.com/_share/minialbum.swf?cb=8888880002444
2438	corpsHtml	embed	www.musicme.com	http://www.musicme.com/_share/minialbum.swf?cb=0028947864172
2443	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/hahn_carmelite_marie_perbost_soprano.mp3
2443	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/hahn_carmelite_fabien_hyon_tenor.mp3
2443	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/hahn_carmelite_igor_bouin_baryton_marina_ruiz_soprano.mp3
2449	chapoHtml	lien	www.opera-comique.com	http://www.opera-comique.com/sites/TNOC/files/uploads/documents/2635-ocbrosaison1415doubles.pdf
2458	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/vendosme_1.mp3
2458	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/vendosme_2.mp3
2458	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/vendosme_3.mp3
2458	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/vendosme_5c.mp3
2458	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/vendosme_6.mp3
2458	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/vendosme_6b.mp3
2461	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/rossi_trio.mp3|http://operacritiques.free.fr/css/sons/carissimi_pintus.mp3
2461	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/charpentier_convivium.mp3|http://operacritiques.free.fr/css/sons/couperin_victoria.mp3|http://operacrit
2462	chapoHtml	lien	www.cimcl.fr	http://www.cimcl.fr/fichier/laureat/20_fichier_Palmares_CIMCL_2014.pdf
2463	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/tancrede_schneebeli_iii_avignon.mp3|http://operacritiques.free.fr/css/sons/tancrede_schneebeli_iv_avign
2467	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/myst_040521.mp3
2469	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://musicontempo.free.fr/rzeka.mp3|http://musicontempo.free.fr/lad.mp3
247	chapoHtml	img	www.chinapage.com	http://www.chinapage.com/xwang/images/pt-lan.jpg
2476	corpsHtml	embed	www.musicme.com	http://www.musicme.com/_share/minialbum.swf?cb=0886444064538
2482	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/antigone_unesco.mp3
2490	chapoHtml	iframe	www.deezer.com	http://www.deezer.com/plugins/player?autoplay=false&playlist=false&width=100%&height=70&cover=true&type=album&id=4723421&title=&app_id=undefined
2491	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/mystere_ausri.mp3
2491	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/mystere_ausi.mp3
2496	corpsHtml	lien	umgi.vo.llnwd.net	http://umgi.vo.llnwd.net/o37/audio_60/DE/N96/10/03/300/21280c05de887620b2548b4525d05943.mp3
2496	chapoHtml	iframe	www.deezer.com	http://www.deezer.com/plugins/player?autoplay=false&playlist=true&width=700&height=240&cover=true&type=album&id=7830075&title=&app_id=undefined
2499	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/liszt_hitzlberger.mp3
2500	corpsHtml	audio	operacritiques.free.fr	http://operacritiques.free.fr/css/sons/destouches_semiramis_roy_zirah.mp3
2500	corpsHtml	audio	operacritiques.free.fr	http://operacritiques.free.fr/css/images/destouches_semiramis_air_dlm_double.mp3
2501	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/mary_garden_cheveux_tour.mp3
2501	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/mary_garden_salome_massenet.mp3|http://operacritiques.free.fr/css/sons/mary_garden_thais_vertu.mp3|http
2501	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/georgette_leblanc_amadis_lully.mp3|http://operacritiques.free.fr/css/sons/georgette_leblanc_thais_vertu
2503	corpsHtml	img	static.qobuz.com	http://static.qobuz.com/images/covers/69/02/0827949040269_600.jpg
2505	corpsHtml	iframe	www.deezer.com	http://www.deezer.com/plugins/player?autoplay=false&playlist=false&width=700&height=80&cover=true&type=tracks&id=3108135&title=&app_id=undefined
2506	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/armide_rousset.mp3
2506	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/passacaille_armide_1_mesure.mp3
2506	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/passacaille_armide_2_boucles.mp3
2506	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/passacaille_armide_basse_variations.mp3
2506	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/passacaille_armide_basse_chromatique.mp3
2506	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/passacaille_roland_irregularites_rousset.mp3
2507	corpsHtml	img	static.qobuz.com	http://static.qobuz.com/images/covers/23/34/0761203723423_600.jpg
2510	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/gossec_republique.mp3
2510	chapoHtml	lien	www.bnf.fr	http://www.bnf.fr/images/salle_ovale_vertical.jpg
2512	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/f0k8_ns7g1rn.mp3
252	chapoHtml	img	www.vinoreisen.de	http://www.vinoreisen.de/bordeaux%20opera%20buehne.jpg
2524	chapoHtml	iframe	www.deezer.com	http://www.deezer.com/plugins/player?autoplay=false&playlist=false&width=700&height=80&cover=true&type=tracks&id=16513912&title=&app_id=undefined
2526	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/final_messiaen_francois_assise_nagano.mp3
2531	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/devinette_cyldq.mp3
2533	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/tragedie_cetrangolo.mp3
2536	chapoHtml	iframe	www.deezer.com	http://www.deezer.com/plugins/player?autoplay=false&playlist=false&width=700&height=80&cover=true&type=album&id=382200&title=&app_id=undefined
2539	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/kurdes_14.mp3
2540	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/saskova_zpivat.mp3
2542	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/natureamour.mp3
2542	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/eclatez_mechelen.mp3
2550	chapoHtml	iframe	www.deezer.com	http://www.deezer.com/plugins/player?autoplay=false&playlist=false&width=700&height=80&cover=true&type=tracks&id=3213151&title=&app_id=undefined
2554	chapoHtml	img	tirsi.clori.free.fr	http://tirsi.clori.free.fr/images/slideshow/piriac-2010-2.jpg
2555	chapoHtml	iframe	www.deezer.com	http://www.deezer.com/plugins/player?autoplay=false&playlist=false&width=700&height=80&cover=true&type=album&id=1378187&title=&app_id=undefined
2555	chapoHtml	img	www.adf-bayardmusique.com	http://www.adf-bayardmusique.com/images/covers/250/1396.jpg
2565	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/onalachelesglottos.mp3
2565	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/cleopatre_massenet_debut_iv_funebre.mp3
2568	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/lislevand_sanz_paradetas_corbetta_folias.mp3
2570	chapoHtml	iframe	www.deezer.com	http://www.deezer.com/plugins/player?autoplay=false&playlist=false&width=700&height=80&cover=true&type=album&id=8334162&title=&app_id=undefined
2573	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/franck_redemption.mp3
2578	corpsHtml	iframe	www.deezer.com	http://www.deezer.com/plugins/player?autoplay=false&playlist=false&width=700&height=80&cover=true&type=album&id=1567392&title=&app_id=undefined
2579	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/melanto_eurimaco.mp3
2579	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/aricie_hippolyte.mp3
2579	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/salieri_europa_sabbatini_damrau_kuehmeier.mp3
2579	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/aspasia_petibon.mp3
2579	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/1984_clocher.mp3
2579	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/erika_recit.mp3
2579	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/weisse_rose.mp3
2579	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/duo_huguenots_raspagliosi_giordani.mp3
2579	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/trovatore_mehta_1973_nimsgern.mp3
2584	chapoHtml	img	i39.servimg.com	http://i39.servimg.com/u/f39/19/08/42/73/flyer-12.jpg
2595	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/bezoukhov_corelli.mp3|http://operacritiques.free.fr/css/sons/bolkonski_gunn.mp3|http://operacritiques.f
2599	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/salome_sanzogno.mp3
2603	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/devinette_de_janvier_2015.mp3
2606	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/florez_sinus_frontaux_et_ethmoidaux.mp3
2606	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/allen_sphenoidaux.mp3
2606	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/deller_sphenoidaux.mp3
2607	corpsHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/larynx-bas_uria-monzon.mp3
2607	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/thompson_larynx_haut_voyelles_ouvertes.mp3
2610	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/elisir_opera_fuoco_david_stern.mp3
2619	chapoHtml	object	operacritiques.free.fr	http://operacritiques.free.fr/css/dewplayer-multi.swf?son=http://operacritiques.free.fr/css/sons/clemenza_emotion.mp3
2621	chapoHtml	iframe	www.deezer.com	http://www.deezer.com/plugins/player?autoplay=false&playlist=false&width=700&height=80&cover=true&type=album&id=1566948&title=&app_id=undefined
2623	corpsHtml	img	piloris.free.fr	http://piloris.free.fr/putto0.jpg
2623	corpsHtml	img	piloris.free.fr	http://piloris.free.fr/putto0.jpg
2623	corpsHtml	img	piloris.free.fr	http://piloris.free.fr/putto0.jpg
